mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	2	1/4		1/4	1		0	60		10
1	1	0	0	4/4	2	1	1/4		1/4	1		4	64		6
1	1	0	0	4/4	1	1	1/16		1/16	1		1	79		0
1	1	1/16	1/16	4/4	1	1	1/16		1/16	1		4	76		1
1	1	1/8	1/8	4/4	1	1	1/16		1/16	1		2	74		2
1	1	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72		3
1	1	1/4	1/4	4/4	2	2	1/4		1/4	1		2	62		11
1	1	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65		7
1	1	1/4	1/4	4/4	1	1	1/2		1/2	1		5	71		4
1	1	1/2	1/2	4/4	2	2	1/4		1/4	1		2	62		12
1	1	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65		8
1	1	3/4	3/4	4/4	2	2	1/4		1/4	1		4	64		13
1	1	3/4	3/4	4/4	2	1	1/4		1/4	1		1	67		9
1	1	3/4	3/4	4/4	1	1	1/4		1/4	1		0	72		5
2	2	0	0	4/4	1	1	1/16		1/16	1		1	79		14
2	2	1/16	1/16	4/4	1	1	1/16		1/16	1		4	76		15
2	2	1/8	1/8	4/4	1	1	1/16		1/16	1		2	74		16
2	2	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72		17
2	2	1/4	1/4	4/4	2	1	1/4		1/4	1		4	64		22
2	2	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70		18
2	2	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69		19
2	2	3/8	3/8	4/4	1	1	1/16		1/16	1		8	68		20
2	2	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69		21
2	2	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65		23
2	2	3/4	3/4	4/4	2	1	1/4		1/4	1		-1	53		24
3	3	0	0	4/4	1	1	1/16		1/16	1		3	81		25
3	3	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	77		26
3	3	1/8	1/8	4/4	1	1	1/16		1/16	1		4	76		27
3	3	3/16	3/16	4/4	1	1	1/16		1/16	1		2	74		28
3	3	1/4	1/4	4/4	2	2	1/4		1/4	1		-1	65		35
3	3	1/4	1/4	4/4	2	1	1/4		1/4	1		3	69		32
3	3	1/4	1/4	4/4	1	1	1/2		1/2	1		0	72		29
3	3	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65		33
3	3	1/2	1/2	4/4	2	2	1/4		1/4	1		-1	65		36
3	3	1/2	1/2	4/4	2	1	1/4		1/4	1		3	69		33
3	3	3/4	3/4	4/4	2	1	1/4		1/4	1		1	67		34
3	3	3/4	3/4	4/4	2	2	1/4		1/4	1		1	67		37
3	3	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71		30
3	3	15/16	15/16	4/4	1	1	1/16		1/16	1		7	73		31
4	4	0	0	4/4	1	1	1/16		1/16	1		2	74		38
4	4	1/16	1/16	4/4	1	1	1/16		1/16	1		5	71		39
4	4	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69		40
4	4	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67		41
4	4	1/4	1/4	4/4	2	1	1/4		1/4	1		5	59		46
4	4	1/4	1/4	4/4	1	1	1/16		1/16	1		-1	65		42
4	4	5/16	5/16	4/4	1	1	1/16		1/16	1		4	64		43
4	4	3/8	3/8	4/4	1	1	1/16		1/16	1		9	63		44
4	4	7/16	7/16	4/4	1	1	1/16		1/16	1		4	64		45
4	4	1/2	1/2	4/4	2	1	1/4		1/4	1		0	60		47
4	4	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48		48
5	5	0	0	4/4	1	1	1/16		1/16	1		0	60		49
5	5	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67		50
5	5	1/8	1/8	4/4	1	1	1/16		1/16	1		4	64		51
5	5	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72		52
5	5	1/4	1/4	4/4	1	1	1/16		1/16	1		0	60		53
5	5	5/16	5/16	4/4	1	1	1/16		1/16	1		1	67		54
5	5	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64		55
5	5	7/16	7/16	4/4	1	1	1/16		1/16	1		4	76		56
5	5	1/2	1/2	4/4	1	1	1/16		1/16	1		0	60		57
5	5	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67		58
5	5	5/8	5/8	4/4	1	1	1/16		1/16	1		4	64		59
5	5	11/16	11/16	4/4	1	1	1/16		1/16	1		1	79		60
5	5	3/4	3/4	4/4	1	1	1/16		1/16	1		0	60		61
5	5	13/16	13/16	4/4	1	1	1/16		1/16	1		1	67		62
5	5	7/8	7/8	4/4	1	1	1/16		1/16	1		4	64		63
5	5	15/16	15/16	4/4	1	1	1/16		1/16	1		4	76		64
6	6	0	0	4/4	1	1	1/16		1/16	1		2	62		65
6	6	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67		66
6	6	1/8	1/8	4/4	1	1	1/16		1/16	1		-1	65		67
6	6	3/16	3/16	4/4	1	1	1/16		1/16	1		5	71		68
6	6	1/4	1/4	4/4	1	1	1/16		1/16	1		5	59		69
6	6	5/16	5/16	4/4	1	1	1/16		1/16	1		1	67		70
6	6	3/8	3/8	4/4	1	1	1/16		1/16	1		-1	65		71
6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		2	74		72
6	6	1/2	1/2	4/4	1	1	1/16		1/16	1		5	59		73
6	6	9/16	9/16	4/4	1	1	1/16		1/16	1		1	67		74
6	6	5/8	5/8	4/4	1	1	1/16		1/16	1		-1	65		75
6	6	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	77		76
6	6	3/4	3/4	4/4	1	1	1/16		1/16	1		5	59		77
6	6	13/16	13/16	4/4	1	1	1/16		1/16	1		1	67		78
6	6	7/8	7/8	4/4	1	1	1/16		1/16	1		-1	65		79
6	6	15/16	15/16	4/4	1	1	1/16		1/16	1		2	74		80
7	7	0	0	4/4	1	1	1/16		1/16	1		0	60		81
7	7	1/16	1/16	4/4	1	1	1/16		1/16	1		1	67		82
7	7	1/8	1/8	4/4	1	1	1/16		1/16	1		4	64		83
7	7	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72		84
7	7	1/4	1/4	4/4	1	1	1/16		1/16	1		0	60		85
7	7	5/16	5/16	4/4	1	1	1/16		1/16	1		1	67		86
7	7	3/8	3/8	4/4	1	1	1/16		1/16	1		4	64		87
7	7	7/16	7/16	4/4	1	1	1/16		1/16	1		4	76		88
7	7	1/2	1/2	4/4	1	1	1/16		1/16	1		0	60		89
7	7	1/2	1/2	4/4	1	1	1/16		1/16	1		4	64		89
