mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
1	0	15/32	1/32		1/32	1		3	69	1	1	
2	1	0	1/8		1/8	1		2	74	1	1	
2	1	1/8	3/32		1/16	3/2		2	62	2	2	
2	1	1/8	3/32		1/16	3/2		6	66	2	1	
2	1	1/8	3/32		1/16	3/2	1	2	74	1	1	
2	1	7/32	1/32		1/32	1		4	64	2	2	
2	1	7/32	1/32		1/32	1		1	67	2	1	
2	1	7/32	1/32		1/32	1	0	2	74	1	1	
2	1	1/4	0	appoggiatura	1/8	1		1	67	2	1	
2	1	1/4	0	appoggiatura	1/8	1		4	64	2	2	
2	1	1/4	1/8		1/8	1		6	66	2	2	
2	1	1/4	1/8		1/8	1		3	69	2	1	
2	1	1/4	1/8		1/8	1	-1	2	74	1	1	
2	1	3/8	1/32		1/32	1		3	81	1	1	
2	1	13/32	1/32		1/32	1		1	79	1	1	
2	1	7/16	1/32		1/32	1		6	78	1	1	
2	1	15/32	1/32		1/32	1		4	76	1	1	
3	2	0	1/8		1/8	1		2	74	1	1	
3	2	1/8	3/32		1/16	3/2		1	67	2	2	
3	2	1/8	3/32		1/16	3/2		5	71	2	1	
3	2	1/8	3/32		1/16	3/2	1	2	74	1	1	
3	2	7/32	1/32		1/32	1		4	64	2	2	
3	2	7/32	1/32		1/32	1		1	67	2	1	
3	2	7/32	1/32		1/32	1	0	2	74	1	1	
3	2	1/4	1/8		1/8	1		6	66	2	2	
3	2	1/4	1/8		1/8	1		3	69	2	1	
3	2	1/4	3/32		1/16	3/2	-1	2	74	1	1	
3	2	11/32	1/32		1/32	1		9	75	1	1	
3	2	3/8	1/32		1/32	1		4	76	1	1	
3	2	13/32	1/32		1/32	1		6	78	1	1	
3	2	7/16	1/32		1/32	1		1	79	1	1	
3	2	15/32	1/32		1/32	1		3	81	1	1	
4	3	0	3/32		1/16	3/2		5	83	1	1	
4	3	3/32	1/32		1/32	1		1	79	1	1	
4	3	1/8	1/8		1/8	1		1	67	2	2	
4	3	1/8	3/32		1/16	3/2		5	71	2	1	
4	3	1/8	1/4		1/4	1		6	78	1	1	
4	3	7/32	1/32		1/32	1		4	76	2	1	
4	3	1/4	1/8		1/8	1		3	69	2	2	
4	3	1/4	1/8		1/8	1		2	74	2	1	
4	3	3/8	1/8		1/8	1		10	70	2	2	
4	3	3/8	1/8		1/8	1		7	73	2	1	
4	3	3/8	1/8		1/8	1		4	76	1	1	
5	4	0	1/4		1/4	1		4	76	1	1	
5	4	1/8	1/8		1/8	1		10	70	2	2	
5	4	1/8	1/8		1/8	1		7	73	2	1	
5	4	1/4	3/32		1/16	3/2		5	59	2	2	
5	4	1/4	1/8		1/8	1		5	71	2	1	
5	4	1/4	1/8		1/8	1		2	74	1	1	
